setID	setName	setSource
1671	Tandem pore domain potassium channels	REACTOME
1674	Tat-mediated HIV elongation arrest and recovery	REACTOME
1673	Tat-mediated elongation of the HIV-1 transcript	REACTOME
1682	Telomere C-strand (Lagging Strand) Synthesis	REACTOME
1683	Telomere Maintenance	REACTOME
1684	Termination of O-glycan biosynthesis	REACTOME
1685	Termination of translesion DNA synthesis	REACTOME
1687	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	REACTOME
1697	The NLRP3 inflammasome	REACTOME
1695	The canonical retinoid cycle in rods (twilight vision)	REACTOME
1696	The citric acid (TCA) cycle and respiratory electron transport	REACTOME
1698	The phototransduction cascade	REACTOME
1699	The role of GTSE1 in G2/M progression after G2 checkpoint	REACTOME
1700	The role of Nef in HIV-1 replication and disease pathogenesis	REACTOME
1703	Thrombin signalling through proteinase activated receptors (PARs)	REACTOME
1705	Thromboxane signalling through TP receptor	REACTOME
1709	Thyroxine biosynthesis	REACTOME
1710	Tie2 Signaling	REACTOME
1712	Tight junction interactions	REACTOME
1721	Toll Like Receptor 10 (TLR10) Cascade	REACTOME
1722	Toll Like Receptor 2 (TLR2) Cascade	REACTOME
1723	Toll Like Receptor 3 (TLR3) Cascade	REACTOME
1724	Toll Like Receptor 4 (TLR4) Cascade	REACTOME
1725	Toll Like Receptor 5 (TLR5) Cascade	REACTOME
1726	Toll Like Receptor 7/8 (TLR7/8) Cascade	REACTOME
1727	Toll Like Receptor 9 (TLR9) Cascade	REACTOME
1728	Toll Like Receptor TLR1:TLR2 Cascade	REACTOME
1729	Toll Like Receptor TLR6:TLR2 Cascade	REACTOME
1731	Toll-Like Receptors Cascades	REACTOME
1749	Trafficking and processing of endosomal TLR	REACTOME
1750	Trafficking of AMPA receptors	REACTOME
1751	Trafficking of GluR2-containing AMPA receptors	REACTOME
1754	Transcription of the HIV genome	REACTOME
1755	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	REACTOME
1761	Transcriptional Regulation by TP53	REACTOME
1756	Transcriptional activation of mitochondrial biogenesis	REACTOME
1757	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	REACTOME
1759	Transcriptional regulation by small RNAs	REACTOME
1760	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	REACTOME
1762	Transcriptional regulation of pluripotent stem cells	REACTOME
1763	Transcriptional regulation of white adipocyte differentiation	REACTOME
1764	Transferrin endocytosis and recycling	REACTOME
1765	Translation	REACTOME
1766	Translation initiation complex formation	REACTOME
1767	Translesion Synthesis by POLH	REACTOME
1768	Translesion synthesis by POLI	REACTOME
1769	Translesion synthesis by POLK	REACTOME
1770	Translesion synthesis by REV1	REACTOME
1771	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	REACTOME
1772	Translocation of GLUT4 to the plasma membrane	REACTOME
1773	Translocation of ZAP-70 to Immunological synapse	REACTOME
1774	Transmembrane transport of small molecules	REACTOME
1775	Transmission across Chemical Synapses	REACTOME
1781	Transport of Mature Transcript to Cytoplasm	REACTOME
1779	Transport of Mature mRNA Derived from an Intronless Transcript	REACTOME
1778	Transport of Mature mRNA derived from an Intron-Containing Transcript	REACTOME
1780	Transport of Mature mRNAs Derived from Intronless Transcripts	REACTOME
1783	Transport of Ribonucleoproteins into the Host Nucleus	REACTOME
1776	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	REACTOME
1777	Transport of inorganic cations/anions and amino acids/oligopeptides	REACTOME
1782	Transport of organic anions	REACTOME
1784	Transport of the SLBP Dependant Mature mRNA	REACTOME
1785	Transport of the SLBP independent Mature mRNA	REACTOME
1786	Transport of vitamins, nucleosides, and related molecules	REACTOME
1787	Transport to the Golgi and subsequent modification	REACTOME
1793	Triglyceride Biosynthesis	REACTOME
1794	Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	REACTOME
1803	Truncations of AMER1 destabilize the destruction complex	REACTOME
1804	Tryptophan catabolism	REACTOME
1808	Type I hemidesmosome assembly	REACTOME
1817	UCH proteinases	REACTOME
1811	Ub-specific processing proteases	REACTOME
1813	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	REACTOME
1815	Ubiquitin-dependent degradation of Cyclin D	REACTOME
1816	Ubiquitin-dependent degradation of Cyclin D1	REACTOME
1818	Unblocking of NMDA receptor, glutamate binding and activation	REACTOME
1819	Unfolded Protein Response (UPR)	REACTOME
1820	Unwinding of DNA	REACTOME
1821	Uptake and actions of bacterial toxins	REACTOME
1822	Uptake and function of anthrax toxins	REACTOME
1835	VEGFA-VEGFR2 Pathway	REACTOME
1837	VEGFR2 mediated cell proliferation	REACTOME
1838	VEGFR2 mediated vascular permeability	REACTOME
1852	VLDL interactions	REACTOME
1853	VLDLR internalisation and degradation	REACTOME
1832	Vasopressin regulates renal water homeostasis via Aquaporins	REACTOME
1840	Vesicle-mediated transport	REACTOME
1842	Vif-mediated degradation of APOBEC3G	REACTOME
1844	Viral Messenger RNA Synthesis	REACTOME
1845	Viral mRNA Translation	REACTOME
1847	Visual phototransduction	REACTOME
1850	Vitamin B5 (pantothenate) metabolism	REACTOME
1854	Voltage gated Potassium channels	REACTOME
1855	Vpr-mediated nuclear import of PICs	REACTOME
1856	Vpu mediated degradation of CD4	REACTOME
1857	VxPx cargo-targeting to cilium	REACTOME
1858	WNT ligand biogenesis and trafficking	REACTOME
1861	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	REACTOME
1862	WNT5A-dependent internalization of FZD4	REACTOME
1863	XBP1(S) activates chaperone genes	REACTOME
1864	Xenobiotics	REACTOME
1865	YAP1- and WWTR1 (TAZ)-stimulated gene expression	REACTOME
1866	ZBP1(DAI) mediated induction of type I IFNs	REACTOME
1867	Zinc influx into cells by the SLC39 gene family	REACTOME
1868	Zinc transporters	REACTOME
19	activated TAK1 mediates p38 MAPK activation	REACTOME
79	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	REACTOME
80	alpha-linolenic acid (ALA) metabolism	REACTOME
261	cGMP effects	REACTOME
477	eNOS activation	REACTOME
478	eNOS activation and regulation	REACTOME
988	mRNA 3'-end processing	REACTOME
989	mRNA Capping	REACTOME
992	mRNA Editing	REACTOME
993	mRNA Splicing	REACTOME
994	mRNA Splicing - Major Pathway	REACTOME
995	mRNA Splicing - Minor Pathway	REACTOME
990	mRNA decay by 3' to 5' exoribonuclease	REACTOME
991	mRNA decay by 5' to 3' exoribonuclease	REACTOME
999	mTOR signalling	REACTOME
1000	mTORC1-mediated signalling	REACTOME
1127	p130Cas linkage to MAPK signaling for integrins	REACTOME
1130	p38MAPK events	REACTOME
1133	p53-Dependent G1 DNA Damage Response	REACTOME
1134	p53-Dependent G1/S DNA damage checkpoint	REACTOME
1135	p53-Independent DNA Damage Response	REACTOME
1136	p53-Independent G1/S DNA damage checkpoint	REACTOME
1137	p75 NTR receptor-mediated signalling	REACTOME
1139	p75NTR recruits signalling complexes	REACTOME
1140	p75NTR signals via NF-kB	REACTOME
1189	phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	REACTOME
1458	rRNA modification in the nucleus and cytosol	REACTOME
1459	rRNA processing	REACTOME
1460	rRNA processing in the nucleus and cytosol	REACTOME
1591	snRNP Assembly	REACTOME
1797	tRNA Aminoacylation	REACTOME
1798	tRNA modification in the nucleus and cytosol	REACTOME
1799	tRNA processing	REACTOME
1800	tRNA processing in the nucleus	REACTOME
1753	trans-Golgi Network Vesicle Budding	REACTOME
1802	truncated APC mutants destabilize the destruction complex	REACTOME
